Date,Time,Event,Details
"2025-07-14","14:29:40","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","14:29:41","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","14:29:41","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","14:29:41","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:29:42","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:29:46","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1       rnaseq        34559
2    pdxrnaseq           59
3         wgbs          364
4          hic           73
5          wgs        15290
6      chipseq         1171
7          wes          308
8          ctp            4
9         chic           39
10        rrbs           16
11     atacseq         1705
12    rnaseqR2         8230
13      pdxwgs           24
14       basic        19511"
"2025-07-14","14:29:46","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","14:29:46","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","14:29:46","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","14:29:52","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='059580'"
"2025-07-14","14:30:55","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","14:30:55","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","14:30:55","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","14:30:55","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","14:30:55","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","14:30:55","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","14:30:55","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","14:30:55","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","14:30:55","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","14:30:55","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","14:30:55","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","14:30:55","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:30:56","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:31:01","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1       pdxwgs           24
2       rnaseq        34559
3    pdxrnaseq           59
4         rrbs           16
5          wgs        15290
6         wgbs          364
7          hic           73
8        basic        19511
9     rnaseqR2         8230
10     atacseq         1705
11        chic           39
12         wes          308
13         ctp            4
14     chipseq         1171"
"2025-07-14","14:31:01","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","14:31:01","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","14:31:01","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","14:31:09","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='794132'"
"2025-07-14","14:33:31","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-07-14","14:33:31","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-07-14","14:33:31","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-07-14","14:33:31","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:33:32","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:39:22","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","14:39:22","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","14:39:22","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","14:39:23","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","14:39:23","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","14:39:23","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","14:39:23","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","14:39:23","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","14:39:23","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","14:39:23","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","14:39:23","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","14:39:28","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1         chic           39
2         rrbs           16
3          wes          308
4          ctp            4
5     rnaseqR2         8230
6      atacseq         1705
7      chipseq         1171
8       pdxwgs           24
9          wgs        15290
10       basic        19511
11        wgbs          364
12         hic           73
13      rnaseq        34559
14   pdxrnaseq           59"
"2025-07-14","14:39:28","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","14:39:28","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","14:39:28","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","14:39:35","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='158969'"
"2025-07-14","14:43:26","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","14:43:26","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","14:43:26","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","14:43:26","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","14:43:26","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","14:43:26","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","14:43:26","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","14:43:26","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","14:43:26","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","14:43:27","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","14:43:27","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","14:43:27","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:43:27","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:43:32","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1     rnaseqR2         8230
2      atacseq         1705
3          hic           73
4         wgbs          364
5          wes          308
6          ctp            4
7          wgs        15290
8         chic           39
9         rrbs           16
10     chipseq         1171
11      pdxwgs           24
12      rnaseq        34559
13   pdxrnaseq           59
14       basic        19511"
"2025-07-14","14:43:32","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","14:43:32","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","14:43:32","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","14:43:37","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='432579'"
"2025-07-14","14:45:54","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","14:45:55","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","14:45:55","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","14:45:55","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","14:45:55","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","14:45:55","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","14:45:55","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","14:45:55","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","14:45:55","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","14:45:55","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","14:45:55","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","14:45:55","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:45:56","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:46:00","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1      chipseq         1171
2      atacseq         1705
3     rnaseqR2         8230
4        basic        19511
5       pdxwgs           24
6         rrbs           16
7          wes          308
8          ctp            4
9         chic           39
10         wgs        15290
11        wgbs          364
12         hic           73
13      rnaseq        34559
14   pdxrnaseq           59"
"2025-07-14","14:46:00","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","14:46:00","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","14:46:00","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","14:46:06","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='488067'"
"2025-07-14","14:54:19","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","14:54:19","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","14:54:19","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","14:54:19","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","14:54:19","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","14:54:19","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","14:54:19","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","14:54:19","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","14:54:20","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","14:54:20","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","14:54:20","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","14:54:20","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:54:21","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","14:54:25","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1         chic           39
2          wes          308
3          ctp            4
4        basic        19511
5         wgbs          364
6          hic           73
7         rrbs           16
8       rnaseq        34559
9    pdxrnaseq           59
10    rnaseqR2         8230
11     atacseq         1705
12      pdxwgs           24
13     chipseq         1171
14         wgs        15290"
"2025-07-14","14:54:25","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","14:54:25","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","14:54:25","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","14:54:31","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='341318'"
"2025-07-14","15:03:55","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","15:03:56","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","15:03:56","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","15:03:56","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","15:03:56","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","15:03:56","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","15:03:56","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","15:03:56","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","15:03:56","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","15:03:56","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","15:03:56","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","15:03:56","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:03:57","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:04:02","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1         rrbs           16
2      chipseq         1171
3       pdxwgs           24
4     rnaseqR2         8230
5      atacseq         1705
6          wgs        15290
7         wgbs          364
8          hic           73
9        basic        19511
10        chic           39
11      rnaseq        34559
12   pdxrnaseq           59
13         ctp            4
14         wes          308"
"2025-07-14","15:04:02","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","15:04:02","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","15:04:02","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","15:04:11","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='690425'"
"2025-07-14","15:08:23","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","15:08:23","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","15:08:23","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","15:08:23","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","15:08:23","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","15:08:23","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","15:08:23","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","15:08:23","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","15:08:23","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","15:08:24","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","15:08:24","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","15:08:24","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:08:25","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:08:29","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1         chic           39
2         wgbs          364
3          hic           73
4      chipseq         1171
5       pdxwgs           24
6          wgs        15290
7          wes          308
8          ctp            4
9       rnaseq        34559
10   pdxrnaseq           59
11       basic        19511
12        rrbs           16
13    rnaseqR2         8230
14     atacseq         1705"
"2025-07-14","15:08:29","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","15:08:29","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","15:08:29","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","15:08:38","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='361419'"
"2025-07-14","15:14:30","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","15:14:30","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","15:14:30","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","15:14:30","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","15:14:30","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","15:14:30","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","15:14:30","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","15:14:30","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","15:14:30","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","15:14:30","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","15:14:30","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","15:14:30","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:14:31","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:14:36","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1         wgbs          364
2          hic           73
3      chipseq         1171
4       pdxwgs           24
5          wgs        15290
6      atacseq         1705
7     rnaseqR2         8230
8          wes          308
9          ctp            4
10      rnaseq        34559
11   pdxrnaseq           59
12        chic           39
13        rrbs           16
14       basic        19511"
"2025-07-14","15:14:36","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","15:14:36","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","15:14:36","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","15:14:42","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='819822'"
"2025-07-14","15:21:08","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","15:21:08","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","15:21:08","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","15:21:08","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","15:21:08","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","15:21:08","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","15:21:08","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","15:21:08","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","15:21:08","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","15:21:08","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","15:21:08","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","15:21:08","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:21:09","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:21:13","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1       rnaseq        34559
2    pdxrnaseq           59
3         rrbs           16
4          wgs        15290
5      chipseq         1171
6          wes          308
7          ctp            4
8         wgbs          364
9          hic           73
10        chic           39
11       basic        19511
12    rnaseqR2         8230
13     atacseq         1705
14      pdxwgs           24"
"2025-07-14","15:21:13","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","15:21:13","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","15:21:13","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","15:21:19","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='108718'"
"2025-07-14","15:28:29","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","15:28:29","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","15:28:29","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","15:28:29","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","15:28:29","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","15:28:29","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","15:28:29","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","15:28:29","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","15:28:29","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","15:28:29","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","15:28:29","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","15:28:30","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:28:30","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:28:35","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1         rrbs           16
2         chic           39
3       pdxwgs           24
4          wgs        15290
5       rnaseq        34559
6    pdxrnaseq           59
7          wes          308
8          ctp            4
9         wgbs          364
10         hic           73
11       basic        19511
12     chipseq         1171
13     atacseq         1705
14    rnaseqR2         8230"
"2025-07-14","15:28:35","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","15:28:35","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","15:28:35","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","15:46:04","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='892979'"
"2025-07-14","15:46:11","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","15:46:11","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","15:50:13","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","15:50:14","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","15:50:14","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","15:50:14","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","15:50:14","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","15:50:14","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","15:50:14","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","15:50:14","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","15:50:14","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","15:50:14","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","15:50:14","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","15:50:14","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:50:15","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:50:19","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1       rnaseq        34559
2    pdxrnaseq           59
3       pdxwgs           24
4      atacseq         1705
5     rnaseqR2         8230
6          wgs        15290
7         rrbs           16
8        basic        19511
9         wgbs          364
10         hic           73
11        chic           39
12         wes          308
13         ctp            4
14     chipseq         1171"
"2025-07-14","15:50:19","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","15:50:19","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","15:50:19","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","15:50:52","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='522480'"
"2025-07-14","15:57:18","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","15:57:18","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","15:57:18","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
"2025-07-14","15:57:18","GROUPS_INIT","Found 60 valid groups"
"2025-07-14","15:57:18","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_BH, GenomeTechnologies_Group_CT"
"2025-07-14","15:57:18","GT_EMAILS_AGGREGATED","Aggregated 1 unique GT emails"
"2025-07-14","15:57:18","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=2, after=3"
"2025-07-14","15:57:18","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=0, after=1"
"2025-07-14","15:57:18","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-07-14","15:57:18","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-07-14","15:57:18","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-07-14","15:57:18","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:57:20","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-07-14","15:57:25","SAMPLE_COUNT_DEBUG","From qc_illumina_metrics →    Application Sample_Count
1     rnaseqR2         8230
2      atacseq         1705
3      chipseq         1171
4         chic           39
5       pdxwgs           24
6          wgs        15290
7          wes          308
8          ctp            4
9       rnaseq        34559
10   pdxrnaseq           59
11        wgbs          364
12         hic           73
13       basic        19511
14        rrbs           16"
"2025-07-14","15:57:25","SAMPLE_COUNT_DEBUG","From qc_pacbio_metrics →   Application Sample_Count
1      PacBio          217"
"2025-07-14","15:57:25","SAMPLE_COUNT_DEBUG","From qc_ont_metrics →   Application Sample_Count
1         ONT          284"
"2025-07-14","15:57:25","TOTAL_SAMPLES_OK","Final sample count total: 81854"
"2025-07-14","15:57:30","OTC_DEV_SENT","Mode=DEV, Email='raman.lawal@jax.org', Code='529733'"
"2025-07-14","16:00:06","DB_CONNECT_START","Connecting to DuckDB at /Users/lawalr/Library/CloudStorage/Box-Box/GT-Analyses/Rshiny/duckDB/GTdashboardMetrics.duckdb"
"2025-07-14","16:00:06","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-07-14","16:00:06","INIT","Loaded GTdashboardMetrics.duckdb with 14 apps."
